Rank,Name,Franchise,basename,Genre,Platform,Publisher,Developer,Year,Random_Values,Estimated_Sales
11203,FlatOut 3: Chaos & Destruction,Undefined Franchise,flatout-3-chaos-amp-destruction,Racing,PC,Strategy First,Team 6 Games Studio,2011.0,0.044615397518154465,0.13
11204,Drome Racers,Undefined Franchise,drome-racers,Racing,PS2,Electronic Arts,Attention To Detail,2002.0,0.8374131842246922,0.13
11205,Tom Clancy's Splinter Cell: Blacklist,Tom Clancy's,tom-clancys-splinter-cell-blacklist,Action-Adventure,WiiU,Ubisoft,Ubisoft Shanghai,2013.0,0.6800565669087251,0.13
11206,Shin Megami Tensei: Devil Survivor 2 Record Breaker,Megami Tensei,shin-megami-tensei-devil-survivor-2-record-breaker,Role-Playing,3DS,Atlus,Atlus,2015.0,0.6640356194772441,0.13
11207,Dynasty Warriors 5 Empires,Dynasty Warriors,dynasty-warriors-5-empires,Action,X360,KOEI,Omega Force,2006.0,0.42867046682594756,0.13
11208,X-Men: Next Dimension,Undefined Franchise,x-men-next-dimension,Fighting,GC,Activision,EXAKT Entertainment,2002.0,0.7153373331866124,0.13
11209,Thor: God of Thunder,Undefined Franchise,thor-god-of-thunder,Action,DS,Sega,WayForward Technologies,2011.0,0.17347396795515646,0.13
11210,Everybody Dance,Undefined Franchise,everybody-dance,Music,PS3,Sony Computer Entertainment,SCEE London Studio,2011.0,0.9996825536415068,0.13
11211,Doukyuusei 2,Undefined Franchise,doukyuusei-2,Role-Playing,SAT,NEC Interchannel,Elf,1997.0,0.8011527346277832,0.13
11212,Hour of Victory,Undefined Franchise,hour-of-victory,Shooter,X360,Midway Games,Nfusion,2007.0,0.9550062861752926,0.13
11213,SkullMonkeys,Undefined Franchise,skullmonkeys,Platform,PS,Electronic Arts,"The Neverhood, Inc.",1998.0,0.3138238932384859,0.13
11214,Burnout,Undefined Franchise,burnout,Racing,XB,Acclaim Entertainment,Criterion Games,2002.0,0.6252064866003157,0.13
11215,Deepak Chopra's Leela,Undefined Franchise,deepak-chopras-leela,Misc,Wii,THQ,Curious Pictures,2011.0,0.09681769436146004,0.13
11216,Jurassic: The Hunted,Undefined Franchise,jurassic-the-hunted,Shooter,X360,Activision,Activision,2009.0,0.9078781090864869,0.13
11217,Gladiator Begins,Undefined Franchise,gladiator-begins,Action,PSP,Aksys Games,Acquire,2010.0,0.1463689804306726,0.13
11218,Baroque,Undefined Franchise,baroque,Role-Playing,PS2,Atlus,Sting,2008.0,0.8156735742860398,0.13
11219,Etrian Odyssey 2 Untold: Knight of Fafnir,Undefined Franchise,etrian-odyssey-2-untold-knight-of-fafnir,Role-Playing,3DS,Atlus,Atlus,2015.0,0.46623171590139945,0.13
11220,Left Brain Right Brain 2,Undefined Franchise,left-brain-right-brain-2,Misc,DS,Majesco,Kokolo Corporation,2008.0,0.1202932876546009,0.13
11221,Indianapolis 500 Legends,Undefined Franchise,indianapolis-500-legends,Racing,Wii,Destineer,Torus Games,2007.0,0.13891743631726883,0.13
11222,The Legend of Heroes: Trails of Cold Steel III,Undefined Franchise,the-legend-of-heroes-trails-of-cold-steel-iii,Role-Playing,PS4,Nihon Falcom Corporation,Nihon Falcom Corporation,2017.0,0.39581499263027387,0.13
11223,DJ Max Fever,Undefined Franchise,dj-max-fever,Misc,PSP,PM Studios,Pentavision Entertainment,2009.0,0.7608832593905513,0.13
11224,Shimano Xtreme Fishing,Undefined Franchise,shimano-xtreme-fishing,Sports,Wii,Mastiff,eV Interactive,2009.0,0.7928311487200477,0.13
11225,Little Dragons Café,Undefined Franchise,little-dragons-cafe,Simulation,NS,Aksys Games,Aksys Games,2018.0,0.40192060870329926,0.13
11226,Brothers in Arms: Double Time,Undefined Franchise,brothers-in-arms-double-time,Shooter,Wii,Ubisoft,Gearbox Software,2008.0,0.9110974828555031,0.13
11227,NBA Ballers: Phenom,Undefined Franchise,nba-ballers-phenom,Sports,XB,Midway Games,Midway,2006.0,0.5855718610958421,0.13
11228,The History Channel: Great Battles - Medieval,Undefined Franchise,the-history-channel-great-battles-medieval,Strategy,X360,Slitherine Software,Slitherine Software,2011.0,0.6053536496234531,0.13
11229,Utawarerumono: Mask of Deception,Undefined Franchise,utawarerumono-mask-of-deception,Adventure,PS4,Atlus,Aqua Plus,2017.0,0.4303455994790134,0.13
11230,Crash Tag Team Racing,Undefined Franchise,crash-tag-team-racing,Racing,XB,VU Games,Radical Entertainment,2005.0,0.053678975757235015,0.13
11231,Freedom Fighters,Undefined Franchise,freedom-fighters,Shooter,GC,Electronic Arts,IO Interactive,2003.0,0.23541068695280032,0.13
11232,My Fitness Coach: Club,Undefined Franchise,my-fitness-coach-club,Sports,PS3,Ubisoft,Ubisoft,2011.0,0.24271058766877085,0.13
11233,Mega Man X Collection,Mega Man,mega-man-x-collection,Misc,GC,Capcom,Capcom,2006.0,0.2618220890196271,0.13
11234,Detana TwinBee Yahho! Deluxe Pack,Undefined Franchise,detana-twinbee-yahho-deluxe-pack,Shooter,SAT,Konami,Konami,1995.0,0.28939096313586765,0.13
11235,Last Ranker,Undefined Franchise,last-ranker,Role-Playing,PSP,Capcom,imageepoch Inc.,2010.0,0.42375510738226985,0.13
11236,Quantum Redshift,Undefined Franchise,quantum-redshift,Racing,XB,Microsoft Game Studios,Curly Monsters,2002.0,0.4068097160781846,0.13
11237,Adventure Time: Finn & Jake Investigations,Undefined Franchise,adventure-time-finn-amp-jake-investigations,Action,X360,Little Orbit,Vicious Cycle,2015.0,0.1353576711024025,0.13
11238,Smash Court Tennis Pro Tournament 2,Undefined Franchise,smash-court-tennis-pro-tournament-2,Sports,PS2,Namco,Namco,2004.0,0.6685361865660694,0.13
11239,Teenage Mutant Ninja Turtles: Arcade Attack,Undefined Franchise,teenage-mutant-ninja-turtles-arcade-attack,Action,DS,Ubisoft,Ubisoft,2009.0,0.5816646601242484,0.13
11240,Farming Simulator 17,Undefined Franchise,farming-simulator-17,Simulation,NS,Focus Home Interactive,Giants Software,2017.0,0.2554833982449394,0.13
11241,Legends of Wrestling II,Undefined Franchise,legends-of-wrestling-ii,Fighting,XB,Acclaim Entertainment,Acclaim Studios Salt Lake City,2002.0,0.35813468857066655,0.13
11242,Power Pro Kun Pocket 13,Undefined Franchise,power-pro-kun-pocket-13,Sports,DS,Konami,PawaPuro Production,2010.0,0.20912954923136418,0.13
11243,Armed and Dangerous,Undefined Franchise,armed-and-dangerous,Shooter,XB,LucasArts,Planet Moon Studios,2003.0,0.41829260525522793,0.13
11244,Grand Theft Auto: San Andreas,Grand Theft Auto,grand-theft-auto-san-andreas,Action,XBL,Rockstar Games,Rockstar North,2008.0,0.8048240754041245,0.13
11245,The Inpatient,Undefined Franchise,the-inpatient,Action,PS4,Sony Interactive Entertainment,Supermassive Games Ltd.,2018.0,0.1481781106044292,0.13
11246,Avatar: The Last Airbender - Into the Inferno,Undefined Franchise,avatar-the-last-airbender-into-the-inferno,Adventure,DS,THQ,Halfbrick Studios,2008.0,0.6081897136124822,0.13
11247,World Soccer Winning Eleven 2002,Undefined Franchise,world-soccer-winning-eleven-2002,Sports,PS,Konami,Konami,2002.0,0.295612621671801,0.13
11248,Actua Tennis,Undefined Franchise,actua-tennis,Sports,PS,Gremlin Interactive Ltd,Gremlin Interactive,1998.0,0.8406979983510453,0.13
11249,NHL 2K7,Undefined Franchise,nhl-2k7,Sports,PS3,2K Sports,2K Sports,2006.0,0.43674365239514057,0.13
11250,Killer is Dead,Undefined Franchise,killer-is-dead,Action,X360,Xseed Games,Grasshopper Manufacture,2013.0,0.4890743644802301,0.13
11251,PriPara Mezase! Idol Grand Prix No.1!,Undefined Franchise,pripara-mezase-idol-grand-prix-no1,Music,3DS,Takara Tomy,Takara Tomy,2015.0,0.6816377835537136,0.13
11252,Need for Speed: ProStreet,Need for Speed,need-for-speed-prostreet,Racing,DS,Electronic Arts,EA Black Box,2007.0,0.8412237080724826,0.13
11253,Don Bradman Cricket 14,Undefined Franchise,don-bradman-cricket-14,Sports,PS4,Tru Blu Entertainment,Big Ant Studios,2015.0,0.4590908362068574,0.13
11254,Record of Agarest War Zero,Undefined Franchise,record-of-agarest-war-zero,Strategy,PS3,Aksys Games,Compile Heart,2011.0,0.5022422061973942,0.13
11255,Diner Dash: Sizzle & Serve,Undefined Franchise,diner-dash-sizzle-amp-serve,Puzzle,PSP,Eidos Interactive,Game Lab / Play First,2007.0,0.5388997178760861,0.12
11256,Monster Truck Madness,Undefined Franchise,monster-truck-madness,Racing,GBA,THQ,Tantalus Interactive,2003.0,0.9857903576061572,0.12
11257,MySims SkyHeroes,Undefined Franchise,mysims-skyheroes,Action,PS3,Electronic Arts,The Sims Studio,2010.0,0.7482465793098974,0.12
11258,Puella Magi Madoka Magica Portable,Undefined Franchise,puella-magi-madoka-magica-portable,Role-Playing,PSP,Namco Bandai Games,Banpresto,2012.0,0.8030408732309697,0.12
11259,Sonic Jam,Undefined Franchise,sonic-jam,Platform,SAT,Sega,Sonic Team,1997.0,0.25827500128224445,0.12
11260,Peter Jacobsen's Golden Tee Golf,Undefined Franchise,peter-jacobsens-golden-tee-golf,Sports,PS,Infogrames,Incredible Technologies,2000.0,0.8849377348029466,0.12
11261,Sword Art Online: Hollow Fragment,Undefined Franchise,sword-art-online-hollow-fragment,Role-Playing,PS4,Namco Bandai Games,Namco Bandai Games,2015.0,0.5650285620402845,0.12
11262,Disney's Atlantis: The Lost Empire,Undefined Franchise,disneys-atlantis-the-lost-empire,Platform,GBA,THQ,3d6 Games,2001.0,0.5688532457515192,0.12
11263,SCORE International Baja 1000: The Official Game,Undefined Franchise,score-international-baja-1000-the-official-game,Racing,X360,Activision,Left Field Productions,2008.0,0.6072699636628347,0.12
11264,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,Undefined Franchise,nippon-daihyou-team-no-kantoku-ni-narou-sekaihatsu-soccer-rpg,Sports,SAT,Sega,Enix,1998.0,0.14835843589110154,0.12
11265,High Velocity: Mountain Racing Challenge,Undefined Franchise,high-velocity-mountain-racing-challenge,Racing,SAT,Atlus,Cave,1996.0,0.2702069501938138,0.12
11266,MX vs ATV All Out,Undefined Franchise,mx-vs-atv-all-out,Racing,PS4,THQ Nordic,Rainbow Studios,2018.0,0.48083000480990046,0.12
11267,Zero Escape: Zero Time Dilemma,Undefined Franchise,zero-escape-zero-time-dilemma,Adventure,3DS,Aksys Games,Chime,2016.0,0.12121200384271691,0.12
11268,Capcom vs. SNK 2: Millionaire Fighting 2001,Undefined Franchise,capcom-vs-snk-2-millionaire-fighting-2001,Fighting,DC,Capcom,Capcom,2001.0,0.7205169435002208,0.12
11269,Assassin's Creed Chronicles,Assassin's Creed,assassins-creed-chronicles,Action,PSV,Ubisoft,Climax Studios,2016.0,0.31046265612066737,0.12
11270,Criticom,Undefined Franchise,criticom,Fighting,PS,Victory Lap Games,Kronos Digital Entertainment,1996.0,0.582445155315656,0.12
11271,Farming Simulator 18,Undefined Franchise,farming-simulator-18,Simulation,3DS,Focus Home Interactive,Giants Software,2017.0,0.9701130947248291,0.12
11272,Charm Girls Club: My Fashion Mall,Undefined Franchise,charm-girls-club-my-fashion-mall,Simulation,DS,Electronic Arts,Electronic Arts Casual Studios,2009.0,0.30390799618691333,0.12
11273,Mega Man X: Command Mission,Mega Man,mega-man-x-command-mission,Role-Playing,GC,Capcom,Capcom,2004.0,0.607931280210908,0.12
11274,Puzzle Quest 2,Undefined Franchise,puzzle-quest-2,Puzzle,DS,D3 Publisher,Infinite Interactive,2010.0,0.5000644380913274,0.12
11275,Impossible Mission,Undefined Franchise,impossible-mission,Platform,DS,Codemasters,System 3 Software,2007.0,0.848424420334525,0.12
11276,Prototype 2,Undefined Franchise,prototype-2,Action,PC,Activision,Radical Entertainment,2012.0,0.7610085378778307,0.12
11277,MotoGP 14,Undefined Franchise,motogp-14,Racing,PS3,Namco Bandai Games,Milestone S.r.l.,2014.0,0.94620036253493,0.12
11278,PixelJunk Monsters Deluxe,Undefined Franchise,pixeljunk-monsters-deluxe,Strategy,PSP,Sony Computer Entertainment,Q-Games,2010.0,0.9758504894354676,0.12
11279,Dragon's Crown Pro,Undefined Franchise,dragons-crown-pro,Role-Playing,PS4,Atlus,Vanillaware,2018.0,0.8915992397846983,0.12
11280,Worms 3D,Worms,worms-3d,Strategy,PS2,Acclaim Entertainment,Team17 Software,2004.0,0.24152035812551909,0.12
11281,Eat Lead: The Return of Matt Hazard,Undefined Franchise,eat-lead-the-return-of-matt-hazard,Shooter,X360,D3 Publisher,Vicious Cycle,2009.0,0.48163512102153483,0.12
11282,Clock Tower: The First Fear,Undefined Franchise,clock-tower-the-first-fear,Adventure,PS,Human Entertainment,Human Entertainment,1997.0,0.9529985817259912,0.12
11283,Samurai Warriors 4-II,Undefined Franchise,samurai-warriors-4-ii,Action,PS3,Tecmo Koei,Omega Force,2015.0,0.7921791361099247,0.12
11284,SingStar Vol. 3,SingStar,singstar-vol-3,Misc,PS3,Sony Computer Entertainment,SCEE London Studio,2008.0,0.3788669670952982,0.12
11285,Mobile Suit GUNDAM SEED BATTLE DESTINY,Undefined Franchise,mobile-suit-gundam-seed-battle-destiny,Action,PSV,Bandai Namco Games,Bandai Namco Games,2012.0,0.3595661236449539,0.12
11286,"Kilari: Na-san, Mon Meilleur Ami",Undefined Franchise," mon meilleur ami""",Simulation,DS,Konami,Konami,2010.0,0.0455420447621665,0.12
11287,Strikers 1945,Undefined Franchise,strikers-1945,Shooter,PS,Agetec,Psikyo,2001.0,0.21452690458793666,0.12
11288,Ochaken no Heya DS,Undefined Franchise,ochaken-no-heya-ds,Simulation,DS,MTO,MTO,2006.0,0.5563724693151068,0.12
11289,Terraria,Undefined Franchise,terraria,Action,3DS,505 Games,Re-Logic,2015.0,0.9082096278381191,0.12
11290,Classic NES Series: Xevious,Undefined Franchise,classic-nes-series-xevious,Shooter,GBA,Nintendo,Nintendo,2004.0,0.5686784603432027,0.12
11291,Karaoke Revolution,Undefined Franchise,karaoke-revolution,Misc,X360,Konami,Blitz Games,2009.0,0.8207462821528243,0.12
11292,Fire ProWrestling S: 6Men Scramble,Undefined Franchise,fire-prowrestling-s-6men-scramble,Fighting,SAT,Human Entertainment,Human Entertainment,1996.0,0.6415474786737018,0.12
11293,Galidor: Defenders of the Outer Dimension,Undefined Franchise,galidor-defenders-of-the-outer-dimension,Action,GBA,Electronic Arts,Tiertex Design Studios,2002.0,0.8488063455629627,0.12
11294,Are You Smarter than a 5th Grader? Game Time,Undefined Franchise,are-you-smarter-than-a-5th-grader-game-time,Puzzle,X360,THQ,THQ,2009.0,0.15056337127373143,0.12
11295,Batman: A Telltale Game Series,Batman,batman-a-telltale-game-series,Adventure,PS3,Telltale Games,Telltale Games,2016.0,0.4237059958334217,0.12
11296,Pryzm Chapter One: The Dark Unicorn,Undefined Franchise,pryzm-chapter-one-the-dark-unicorn,Adventure,PS2,TDK Mediactive,Digital Illusions,2002.0,0.9903447585675693,0.12
11297,Gundam Battle Royale,Gundam,gundam-battle-royale,Action,PSP,Namco Bandai,ArtDink,2006.0,0.9437586337523464,0.12
11298,Rocket League,Undefined Franchise,rocket-league,Sports,PC,Psyonix Studios,Psyonix Studios,2015.0,0.15867784962980203,0.12
11299,Rango: The Video Game,Undefined Franchise,rango-the-video-game,Action,Wii,Paramount Digital Entertainment,Behaviour Studios,2011.0,0.5085098634855147,0.12
11300,One Piece: Super Grand Battle! X,Undefined Franchise,one-piece-super-grand-battle-x,Fighting,3DS,Namco Bandai Games,Namco Bandai Games,2014.0,0.9806030251884802,0.12
11301,Zenses: Rainforest,Undefined Franchise,zenses-rainforest,Puzzle,DS,Game Factory,Shin'en,2008.0,0.8895654398744617,0.12
11302,Obscure: The Aftermath,Undefined Franchise,obscure-the-aftermath,Adventure,Wii,Ignition Entertainment,Hydravision Entertainment,2008.0,0.33483320443482756,0.12
11303,Zen-Nippon Pro Wrestling: Ouja no Kon,Undefined Franchise,zen-nippon-pro-wrestling-ouja-no-kon,Fighting,PS,Human Entertainment,Human Club,1999.0,0.6526470091419004,0.12
11304,NASCAR 2005: Chase for the Cup,Undefined Franchise,nascar-2005-chase-for-the-cup,Racing,GC,EA Sports,EA Tiburon,2004.0,0.6727916481987866,0.12
11305,Jikkyou Powerful Pro Yakyuu 2014,Undefined Franchise,jikkyou-powerful-pro-yakyuu-2014,Sports,PSV,Konami Digital Entertainment,Konami Digital Entertainment,2014.0,0.22016343408989048,0.12
11306,Go! Sudoku,Undefined Franchise,go-sudoku,Puzzle,PSP,Ubisoft,Sumo Digital,2006.0,0.08852989396479438,0.12
11307,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",Undefined Franchise," futatabi""",Misc,PS2,D3 Publisher,Bisty,2008.0,0.6498149158992839,0.12
11308,Guilty Gear X,Undefined Franchise,guilty-gear-x,Fighting,PS2,Sammy Corporation,Arc System Works,2001.0,0.21753734282006665,0.12
11309,Venetica,Undefined Franchise,venetica,Role-Playing,PS3,Atari,DECK13 Interactive,2011.0,0.019287458171761918,0.12
11310,Neopets Petpet Adventures: The Wand of Wishing,Undefined Franchise,neopets-petpet-adventures-the-wand-of-wishing,Adventure,PSP,Sony Computer Entertainment,Sony Computer Entertainment America,2006.0,0.5277312732963249,0.12
11311,Mobile Suit Gundam Side Story: Missing Link,Gundam,mobile-suit-gundam-side-story-missing-link,Action,PS3,Namco Bandai Games,B.B. Studio,2014.0,0.7179254401679682,0.12
11312,One Piece: Pirate Warriors 2,Undefined Franchise,one-piece-pirate-warriors-2,Action,PSV,Namco Bandai Games,Omega Force,2013.0,0.39596751803347996,0.12
11313,Conception II: Children of the Seven Stars,Undefined Franchise,conception-ii-children-of-the-seven-stars,Role-Playing,3DS,Atlus,Spike Chunsoft,2014.0,0.871940031862525,0.12
11314,Reader Rabbit Kindergarten,Undefined Franchise,reader-rabbit-kindergarten,Misc,Wii,Graffiti,Graffiti Entertainment,2010.0,0.8553594427758147,0.12
11315,Disney Sing It: Party Hits,Undefined Franchise,disney-sing-it-party-hits,Misc,PS3,Disney Interactive Studios,Zoe Mode,2010.0,0.5912634174464854,0.12
11316,NHL 2002,Undefined Franchise,nhl-2002,Sports,GBA,EA Sports,BudCat Creations,2002.0,0.8506753361083582,0.12
11317,Disney's PK: Out of the Shadows,Undefined Franchise,disneys-pk-out-of-the-shadows,Platform,PS2,Ubisoft,Ubisoft,2002.0,0.5241848702116824,0.12
11318,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,Undefined Franchise,mugen-no-frontier-super-robot-taisen-og-saga-exceed,Role-Playing,DS,Namco Bandai,Monolith Soft,2010.0,0.130201891995666,0.12
11319,Echo Night,Undefined Franchise,echo-night,Adventure,PS,Agetec,From Software,1999.0,0.610094313409456,0.12
11320,Wild ARMs 5 (jp sales),Undefined Franchise,wild-arms-5-jp-sales,Role-Playing,PS2,Xseed Games,Media.Vision,2007.0,0.9394501632224518,0.12
11321,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Undefined Franchise,teenage-mutant-ninja-turtles-mutants-in-manhattan,Action,PS4,Activision,PlatinumGames,2016.0,0.3515487327330883,0.12
11322,Shantae: Half-Genie Hero,Undefined Franchise,shantae-half-genie-hero,Platform,NS,Xseed Games,WayForward Technologies,2018.0,0.24395830438556876,0.12
11323,Colony Wars III: Red Sun,Undefined Franchise,colony-wars-iii-red-sun,Simulation,PS,Midway Games,Psygnosis,2000.0,0.9977326114669735,0.12
11324,NCIS,Undefined Franchise,ncis,Adventure,PS3,Ubisoft,Ubisoft,2011.0,0.011918543804777637,0.12
11325,Magic: The Gathering - Battlemage,Undefined Franchise,magic-the-gathering-battlemage,Strategy,PS,Acclaim Entertainment,Realtime Associates,1997.0,0.8702014529894276,0.12
11326,Backyard Baseball '09,Undefined Franchise,backyard-baseball-09,Sports,DS,Atari,Humongous Entertainment,2008.0,0.4658159237363285,0.12
11327,Ice Age: Dawn of the Dinosaurs,Undefined Franchise,ice-age-dawn-of-the-dinosaurs,Platform,X360,Activision,Eurocom Entertainment Software,2009.0,0.7900901539251096,0.12
11328,Overstrike,Undefined Franchise,overstrike,Shooter,PS3,Electronic Arts,Insomniac Games,2013.0,0.1250105890891745,0.12
11329,Star Trek: Conquest,Undefined Franchise,star-trek-conquest,Strategy,Wii,Bethesda Softworks,Bethesda Softworks,2007.0,0.7317807276965288,0.12
11330,Ben 10 Galactic Racing,Undefined Franchise,ben-10-galactic-racing,Racing,Wii,D3 Publisher,Monkey Bar Games,2011.0,0.22601071423534858,0.12
11331,Tom Clancy's Ghost Recon,Tom Clancy's,tom-clancys-ghost-recon,Shooter,Wii,Ubisoft,Ubisoft Paris,2010.0,0.6044945523010944,0.12
11332,The King of Fighters '94,Undefined Franchise,the-king-of-fighters-94,Fighting,NG,SNK,SNK Corporation,1994.0,0.5532454691455707,0.12
11333,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,Undefined Franchise,ds-yamamura-misa-suspense-maiko-kogiku-kisha-katherine-sougiya-isa-akashi-koto-ni-maru-hana-sanrin-kyoto-satujin-jinken-file,Adventure,DS,Tecmo,Tecmo,2008.0,0.6644373629997647,0.12
