Rank,Name,basename,Genre,Platform,Publisher,Developer,Year,Estimated_Sales
8857,Gladius,gladius,Strategy,PS2,LucasArts,LucasArts,2003.0,0.2
8858,CSI: Unsolved!,csi-unsolved,Adventure,DS,Ubisoft,Other Ocean Interactive,2010.0,0.2
8859,Skylanders: SuperChargers Racing,skylanders-superchargers-racing,Action-Adventure,3DS,Activision,Beenox,2015.0,0.2
8860,Untold Legends: Dark Kingdom,untold-legends-dark-kingdom,Role-Playing,PS3,Sony Online Entertainment,Sony Online Entertainment,2006.0,0.2
8861,Dave Mirra Freestyle BMX 2,dave-mirra-freestyle-bmx-2,Sports,XB,Acclaim Entertainment,"Z-Axis, Ltd.",2001.0,0.2
8862,Dante's Inferno,dantes-inferno,Action,PSP,Electronic Arts,Visceral Games,2010.0,0.2
8863,Soldier of Fortune: Payback,soldier-of-fortune-payback,Shooter,X360,Activision,Cauldron Ltd.,2007.0,0.2
8864,Arcana Heart 3,arcana-heart-3,Fighting,PS3,Aksys Games,Examu Inc.,2014.0,0.2
8865,Avorion,avorion,Sandbox,PC,,Boxelware,2014.0,0.2
8866,Pro Yakyuu Spirits 2012,pro-yakyuu-spirits-2012,Sports,PSP,Konami Digital Entertainment,Konami,2012.0,0.2
8867,SpongeBob SquarePants: Revenge of the Flying Dutchman,spongebob-squarepants-revenge-of-the-flying-dutchman,Platform,GC,THQ,Big Sky Software,2002.0,0.2
8868,The Walking Dead: Michonne,the-walking-dead-michonne,Adventure,PC,Telltale Games,Telltale Games,2016.0,0.2
8869,Nanoborg,nanoborg,Action,PC,,Nanooborg,2016.0,0.2
8870,Afro Samurai,afro-samurai,Action,PS3,Namco Bandai,Namco Bandai Games,2009.0,0.2
8871,Taiko no Tatsujin: Go! Go! Godaime,taiko-no-tatsujin-go-go-godaime,Misc,PS2,Namco,Namco,2004.0,0.2
8872,Taiko Drum Master,taiko-drum-master,Misc,PS2,Namco,Namco,2004.0,0.2
8873,Bust-A-Move 2 Arcade Edition,bust-a-move-2-arcade-edition,Puzzle,PS,Acclaim Entertainment,Taito Corporation,1996.0,0.2
8874,Bleach: The 3rd Phantom,bleach-the-3rd-phantom,Role-Playing,DS,Sega,Sega,2009.0,0.2
8875,Solatorobo: Red the Hunter,solatorobo-red-the-hunter,Role-Playing,DS,Xseed Games,CyberConnect2,2011.0,0.2
8876,Tetris Worlds (Online Edition),tetris-worlds-online-edition,Puzzle,XB,THQ,Radical Entertainment,2003.0,0.2
8877,Forgotten Realms: Demon Stone,forgotten-realms-demon-stone,Action,PS2,Atari,Stormfront Studios,2004.0,0.2
8878,Super Baseball Simulator 1.000,super-baseball-simulator-1000,Sports,SNES,Culture Brain,Culture Brain,1991.0,0.2
8879,Battleborn,battleborn,Shooter,PC,2K Games,Gearbox Software,2016.0,0.2
8880,Looney Tunes: Space Race,looney-tunes-space-race,Racing,PS2,Infogrames,Infogrames Melbourne,2002.0,0.2
8881,Just Dance 2: Extra Songs,just-dance-2-extra-songs,Misc,Wii,Ubisoft,Ubisoft Paris,2011.0,0.2
8882,Puzzle Challenge: Crosswords and More!,puzzle-challenge-crosswords-and-more,Puzzle,PSP,Crave Entertainment,Supersonic Software,2006.0,0.2
8883,Mahjongg Mysteries: Ancient Egypt,mahjongg-mysteries-ancient-egypt,Puzzle,DS,Destineer,LvivMedia,2010.0,0.2
8884,Backyard Hockey,backyard-hockey,Sports,GBA,Atari,Mistic Software,2003.0,0.2
8885,Rock Band Track Pack Volume 2,rock-band-track-pack-volume-2,Misc,X360,MTV Games,Harmonix Music Systems,2008.0,0.2
8886,Yoga: The first 100% Experience,yoga-the-first-100-experience,Sports,Wii,DreamCatcher Interactive,Trine Games,2009.0,0.2
8887,Playboy: The Mansion,playboy-the-mansion,Simulation,PS2,ARUSH Entertainment,Cyberlore Studios,2005.0,0.2
8888,X-Men Origins: Wolverine,x-men-origins-wolverine,Action,DS,Activision,Griptonite Games,2009.0,0.2
8889,Jikkyou Powerful Pro Yakyuu 2010,jikkyou-powerful-pro-yakyuu-2010,Sports,PSP,Konami,PawaPuro Production,2010.0,0.2
8890,Life is Feudal: Forest Village,life-is-feudal-forest-village,Simulation,PC,,Mindillusion,2010.0,0.2
8891,Tom Clancy's Splinter Cell: Essentials,tom-clancys-splinter-cell-essentials,Shooter,PSP,Ubisoft,Ubisoft Montreal,2006.0,0.2
8892,Agents of Mayhem,agents-of-mayhem,Action,PS4,Deep Silver,Volition Inc.,2017.0,0.2
8893,Ore no Shikabane o Koete Yuke,ore-no-shikabane-o-koete-yuke,Role-Playing,PSP,Sony Computer Entertainment,TBA,2011.0,0.2
8894,Captain America: Super Soldier,captain-america-super-soldier,Action,PS3,Sega,Next Level Games,2011.0,0.2
8895,Shaman King: Spirit of Shamans,shaman-king-spirit-of-shamans,Action,PS,Bandai,Bandai,2002.0,0.2
8896,Tiger Woods PGA Tour 06,tiger-woods-pga-tour-06,Sports,PSP,EA Sports,EA Sports,2005.0,0.2
8897,Ratatouille,ratatouille,Platform,GBA,THQ,Helixe,2007.0,0.2
8898,The Fairly Odd Parents: Enter the Cleft,the-fairly-odd-parents-enter-the-cleft,Platform,GBA,THQ,Altron,2002.0,0.2
8899,Armored Core 4,armored-core-4,Simulation,PS3,Sega,From Software,2007.0,0.2
8900,Shin Megami Tensei: Strange Journey Redux,shin-megami-tensei-strange-journey-redux,Role-Playing,3DS,Atlus,Atlus,2018.0,0.2
8901,Baja: Edge of Control,baja-edge-of-control,Racing,X360,THQ,2XL Games,2008.0,0.2
8902,MC Groovz Dance Craze,mc-groovz-dance-craze,Misc,GC,Mad Catz,Mad Catz,2004.0,0.2
8903,No More Heroes: Heroes' Paradise,no-more-heroes-heroes-paradise,Action,PS3,Konami,FeelPlus,2011.0,0.2
8904,The Thing,the-thing,Adventure,XB,VU Games,Computer Artworks,2002.0,0.2
8905,Tom and Jerry in House Trap,tom-and-jerry-in-house-trap,Action,PS,Mattel Interactive,Warthog,2000.0,0.2
8906,Power Rangers: Time Force,power-rangers-time-force,Action,GBA,THQ,Vicarious Visions,2001.0,0.2
8907,Labyronia RPG 2,labyronia-rpg-2,Role-Playing,PC,,Labyrinthine,2001.0,0.2
8908,Chronicles of Mystery: Curse of the Ancient Temple,chronicles-of-mystery-curse-of-the-ancient-temple,Adventure,DS,City Interactive,City Interactive,2009.0,0.2
8909,MotoGP 14,motogp-14,Racing,PS4,Namco Bandai Games,Milestone S.r.l.,2014.0,0.2
8910,Total War: Shogun 2 - Fall of the Samurai,total-war-shogun-2-fall-of-the-samurai,Strategy,PC,Sega,The Creative Assembly,2012.0,0.2
8911,Jikkyou Powerful Pro Yakyuu 2011,jikkyou-powerful-pro-yakyuu-2011,Sports,PSP,Konami,PawaPuro Production,2011.0,0.2
8912,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,ds-kageyama-method-dennou-hanpuku-masu-x-masu-hyaku-masu-keisan,Misc,DS,Shogakukan,Jupiter Corporation,2006.0,0.2
8913,Baldur's Gate: Dark Alliance,baldurs-gate-dark-alliance,Role-Playing,XB,Interplay,Snowblind Studios,2002.0,0.2
8914,Prince of Persia: Warrior Within,prince-of-persia-warrior-within,Adventure,GC,Ubisoft,Ubisoft Montreal,2004.0,0.2
8915,Warriors Orochi,warriors-orochi,Action,X360,KOEI,Omega Force,2007.0,0.2
8916,Aikatsu! Cinderella Lesson,aikatsu-cinderella-lesson,Simulation,3DS,Namco Bandai Games,Sunrise Games Ltd.,2012.0,0.2
8917,UFC: Tapout,ufc-tapout,Fighting,XB,Crave Entertainment,DreamFactory,2002.0,0.2
8918,Batman: Return to Arkham,batman-return-to-arkham,Action,XOne,Warner Bros. Interactive Entertainment,Rocksteady Studios,2016.0,0.2
8919,Way of the Samurai 4,way-of-the-samurai-4,Action,PS3,Acquire,Acquire,2011.0,0.2
8920,Predator: Concrete Jungle,predator-concrete-jungle,Action,PS2,VU Games,Eurocom Entertainment Software,2005.0,0.2
8921,Big Mutha Truckers 2,big-mutha-truckers-2,Racing,PS2,THQ,Eutechnyx,2005.0,0.2
8922,The Naked Brothers Band: The Video Game,the-naked-brothers-band-the-video-game,Misc,DS,THQ,1st Playable Productions,2008.0,0.2
8923,Sid Meier's Starships,sid-meiers-starships,Strategy,PC,2K Games,Firaxis Games,2015.0,0.2
8924,Injustice: Gods Among Us,injustice-gods-among-us,Fighting,WiiU,Warner Bros. Interactive Entertainment,NetherRealm Studios,2013.0,0.2
8925,X-Men Origins: Wolverine,x-men-origins-wolverine,Action,PSP,Activision,Amaze Entertainment,2009.0,0.2
8926,NHL FaceOff 2001,nhl-faceoff-2001,Sports,PS2,Sony Computer Entertainment,989 Sports,2001.0,0.2
8927,Mana Khemia 2: Fall of Alchemy,mana-khemia-2-fall-of-alchemy,Role-Playing,PS2,NIS America,Gust,2009.0,0.2
8928,The Great Escape,the-great-escape,Action,PS2,Gotham Games,Pivotal Games,2003.0,0.2
8929,Dead or Alive Paradise,dead-or-alive-paradise,Misc,PSP,Tecmo,Team Ninja,2010.0,0.2
8930,Dexter's Lab Chess Challenge,dexters-lab-chess-challenge,Misc,GBA,BAM! Entertainment,Virtucraft,2002.0,0.2
8931,Shutter Island,shutter-island,Adventure,PC,Merscom LLC,Merscom LLC,2009.0,0.2
8932,Magazime Editor,magazime-editor,Simulation,PC,,,2009.0,0.19
8933,Big Mutha Truckers,big-mutha-truckers,Racing,XB,THQ,Eutechnyx,2003.0,0.19
8934,ESA Foundation Compilation,esa-foundation-compilation,Misc,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,2005.0,0.19
8935,Nascar Unleashed,nascar-unleashed,Racing,3DS,Activision,Activision,2011.0,0.19
8936,The Hobbit,the-hobbit,Role-Playing,GBA,Sierra Entertainment,Saffire Corporation,2003.0,0.19
8937,Odin Sphere: Leifthrasir,odin-sphere-leifthrasir,Role-Playing,PSV,Atlus,Vanillaware,2016.0,0.19
8938,Need for Speed: The Run,need-for-speed-the-run,Racing,3DS,Electronic Arts,Firebrand Games,2011.0,0.19
8939,The King of Fighters XI,the-king-of-fighters-xi,Fighting,PS2,SNK Playmore,SNK Playmore Corporation,2007.0,0.19
8940,Harry Potter and the Goblet of Fire,harry-potter-and-the-goblet-of-fire,Adventure,PSP,Electronic Arts,Electronic Arts,2005.0,0.19
8941,Call of Duty: Modern Warfare Remastered,call-of-duty-modern-warfare-remastered,Shooter,PC,Activision,Infinity Ward,2018.0,0.19
8942,Family Guy,family-guy,Adventure,PSP,2K Games,High Voltage Software,2006.0,0.19
8943,Rune Factory: Tides of Destiny,rune-factory-tides-of-destiny,Role-Playing,Wii,Natsume,Neverland Company,2011.0,0.19
8944,Dragon Ball Z: Idainaru Dragon Ball Densetsu,dragon-ball-z-idainaru-dragon-ball-densetsu,Fighting,PS,Bandai,TOSE,1996.0,0.19
8945,Pac-Man & Galaga Dimensions,pac-man-amp-galaga-dimensions,Action,3DS,Namco Bandai,Namco Bandai Games,2011.0,0.19
8946,Valkyria Chronicles 4,valkyria-chronicles-4,Strategy,NS,Sega,Sega,2018.0,0.19
8947,Crab Dub,crab-dub,Action,PC,,Anatoliy Loginovskikh,2018.0,0.19
8948,NBA Ballers: Chosen One,nba-ballers-chosen-one,Sports,X360,Midway Games,Midway Games,2008.0,0.19
8949,Spectrobes: Origins,spectrobes-origins,Role-Playing,Wii,Disney Interactive Studios,Genki,2009.0,0.19
8950,Iron Chef America: Supreme Cuisine,iron-chef-america-supreme-cuisine,Simulation,DS,Destineer,Black Lantern Studios,2008.0,0.19
8951,Sniper Elite,sniper-elite,Shooter,PS2,Namco,Rebellion Developments,2005.0,0.19
8952,Among The Sleep,among-the-sleep,Adventure,PC,Krillbite Studio,Krillbite Studio,2014.0,0.19
8953,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,kouchuu-ouja-mushi-king-greatest-champion-e-no-michi-ds,Action,DS,Sega,Sega,2005.0,0.19
8954,Parlor! Mini 4,parlor-mini-4,Misc,SNES,Nippon Telenet,Nippon Telenet,1996.0,0.19
8955,Breath of Fire II,breath-of-fire-ii,Role-Playing,GBA,Capcom,Capcom,2002.0,0.19
8956,BARRIER X,barrier-x,Racing,PC,,Noclip,2002.0,0.19
8957,Danganronpa 2: Goodbye Despair,danganronpa-2-goodbye-despair,Adventure,PSP,Spike,Spike Chunsoft,2012.0,0.19
8958,Conan,conan,Action,X360,THQ,Nihilistic Software,2007.0,0.19
8959,Ice Age 2: The Meltdown,ice-age-2-the-meltdown,Platform,GC,Vivendi Games,Eurocom Entertainment Software,2006.0,0.19
8960,Petz Pony: Beauty Pageant,petz-pony-beauty-pageant,Simulation,DS,Ubisoft,HotGen Studios,2009.0,0.19
8961,Steins;Gate,steinsgate,Visual Novel,PSP,Kadokawa Shoten,Nitro+,2011.0,0.19
8962,Dinotopia: The Timestone Pirates,dinotopia-the-timestone-pirates,Action,GBA,TDK Core,TDK Mediactive,2002.0,0.19
8963,Dishonored: Definitive Edition,dishonored-definitive-edition,Action,XOne,Bethesda Softworks,Arkane Studios,2015.0,0.19
8964,Power Pro Kun Pocket 12,power-pro-kun-pocket-12,Sports,DS,Konami,PawaPuro Production,2009.0,0.19
8965,Rise of the Argonauts,rise-of-the-argonauts,Action,PS3,Codemasters,Codemasters,2008.0,0.19
8966,Peter Jackson's King Kong: The Official Game of the Movie,peter-jacksons-king-kong-the-official-game-of-the-movie,Action,PSP,Ubisoft,Phoenix Games Studio,2005.0,0.19
8967,One Piece: Burning Blood,one-piece-burning-blood,Fighting,XOne,Namco Bandai Games,Spike Chunsoft,2016.0,0.19
8968,Rock Band Country Track Pack,rock-band-country-track-pack,Misc,PS3,MTV Games,Harmonix Music Systems,2009.0,0.19
8969,New Love Plus,new-love-plus,Simulation,3DS,Konami,Konami,2012.0,0.19
8970,J-League Jikkyou Winning Eleven 3,j-league-jikkyou-winning-eleven-3,Sports,PS,Konami,Konami,1997.0,0.19
8971,Are You Smarter Than a 5th Grader? Back to School,are-you-smarter-than-a-5th-grader-back-to-school,Misc,Wii,Nintendo,ImaginEngine,2010.0,0.19
8972,We Wish You A Merry Christmas,we-wish-you-a-merry-christmas,Action,Wii,Destineer,Destineer,2009.0,0.19
8973,Jissen Pachi-Slot Hisshouhou,jissen-pachi-slot-hisshouhou,Misc,SNES,Sammy Corporation,Sammy Corporation,1993.0,0.19
8974,Hot Wheels: Track Attack,hot-wheels-track-attack,Racing,Wii,THQ,THQ,2010.0,0.19
8975,Death Coming,death-coming,Puzzle,PC,,NEXT Studios,2010.0,0.19
8976,Manhunt,manhunt,Action,XB,Rockstar Games,Rockstar North,2004.0,0.19
8977,Pet Zombies,pet-zombies,Simulation,3DS,Majesco,1st Playable Productions,2011.0,0.19
8978,Dynasty Warriors: Gundam 2,dynasty-warriors-gundam-2,Action,X360,Namco Bandai,Omega Force,2009.0,0.19
8979,NCAA Final Four 2003,ncaa-final-four-2003,Sports,PS2,Sony Computer Entertainment,989 Sports,2002.0,0.19
8980,Quantum Theory,quantum-theory,Shooter,PS3,Tecmo Koei,Team Tachyon,2010.0,0.19
8981,Dream Salon,dream-salon,Simulation,DS,Zoo Digital Publishing,Zoo Games,2009.0,0.19
8982,Scene It? Twilight,scene-it-twilight,Misc,DS,Konami,Screenlife Games,2010.0,0.19
8983,Shoppe Keep,shoppe-keep,Simulation,PC,,Strange Fire,2010.0,0.19
8984,La-Mulana,la-mulana,Platform,PC,GR3 Project,GR3 Project,2005.0,0.19
8985,Agarest: Generations of War,agarest-generations-of-war,Role-Playing,PC,,Idea Factory,2005.0,0.19
8986,The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,the-great-ace-attorney-the-adventures-of-ryuunosuke-naruhodou,Adventure,3DS,Capcom,Capcom,2015.0,0.19
8987,101-in-1 Explosive Megamix,101-in-1-explosive-megamix,Misc,DS,Atlus,Nordcurrent,2009.0,0.19
8988,J-League Excite Stage '96,j-league-excite-stage-96,Sports,SNES,Epoch,A-Max,1996.0,0.19
8989,Electronic Super Joy,electronic-super-joy,Platform,PC,,Michael Todd Games,1996.0,0.19
8990,The Smurfs 2,the-smurfs-2,Platform,DS,Ubisoft,Way Forward,2013.0,0.19
8991,Nobunaga no Yabou: Souzou,nobunaga-no-yabou-souzou,Strategy,PS3,Tecmo Koei,Koei Tecmo Games,2013.0,0.19
8992,Sword of the Stars: The Pit,sword-of-the-stars-the-pit,Role-Playing,PC,,Kerberos Productions Inc.,2013.0,0.19
8993,Shiren the Wanderer,shiren-the-wanderer,Role-Playing,Wii,Atlus,ChunSoft,2010.0,0.19
8994,Breath of Fire: Dragon Quarter,breath-of-fire-dragon-quarter,Role-Playing,PS2,Capcom,Capcom,2003.0,0.19
8995,Spore Hero Arena,spore-hero-arena,Simulation,DS,Electronic Arts,Maxis,2009.0,0.19
8996,Jikkyou J-League Perfect Striker,jikkyou-j-league-perfect-striker,Sports,N64,Konami,Konami Computer Entertainment Osaka,1996.0,0.19
8997,Super Robot Taisen: Scramble Commander,super-robot-taisen-scramble-commander,Strategy,PS2,Banpresto,Banpresto,2003.0,0.19
8998,Re-Volt,re-volt,Racing,PS,Acclaim Entertainment,Probe Entertainment Limited,1999.0,0.19
8999,Primal Carnage: Extinction,primal-carnage-extinction,Shooter,PC,Pub Games,Circle 5 Studios,2015.0,0.19
9000,Space Invaders Extreme 2,space-invaders-extreme-2,Shooter,DS,Taito,Taito Corporation,2009.0,0.19
9001,Descent,descent,Shooter,PS,Interplay,Parallax Software,1996.0,0.19
9002,Closure,closure,Platform,PC,Glaiel Games,Glaiel Games,2009.0,0.19
9003,Rabiez: Epidemic,rabiez-epidemic,Strategy,PC,,Sekerin Productions,2009.0,0.19
9004,Conflict: Denied Ops,conflict-denied-ops,Shooter,X360,Eidos Interactive,Pivotal Games,2008.0,0.19
9005,Enchanted Arms,enchanted-arms,Role-Playing,X360,Ubisoft,From Software,2006.0,0.19
9006,Test Drive Unlimited 2,test-drive-unlimited-2,Racing,PC,Atari,Eden Studios,2011.0,0.19
9007,SpongeBob SquigglePants 3D,spongebob-squigglepants-3d,Misc,3DS,THQ,WayForward Technologies,2011.0,0.19
9008,South Park: The Stick of Truth,south-park-the-stick-of-truth,Role-Playing,PC,Ubisoft,Obsidian Entertainment,2014.0,0.19
9009,Taiko no Tatsujin: Wii U Version!,taiko-no-tatsujin-wii-u-version,Music,WiiU,Namco Bandai Games,Bandai Namco Games,2013.0,0.19
9010,Bless Online,bless-online,MMO,PC,,Neowiz Corporation,2013.0,0.19
9011,Disney's Magical Mirror Starring Mickey Mouse,disneys-magical-mirror-starring-mickey-mouse,Adventure,GC,Nintendo,Capcom,2002.0,0.19
9012,Dawn of Discovery,dawn-of-discovery,Simulation,Wii,Ubisoft,Sunflowers Interactive,2009.0,0.19
9013,Super Star,super-star,Visual Novel,PC,,Dream Works,2009.0,0.19
9014,FIFA 17,fifa-17,Sports,PC,Electronic Arts,EA Canada,2016.0,0.19
9015,Barbie Fashion Show: An Eye for Style,barbie-fashion-show-an-eye-for-style,Misc,DS,Activision,Activision,2008.0,0.19
9016,Final Fantasy XI: Online,final-fantasy-xi-online,Role-Playing,X360,Square Enix,Square Enix,2006.0,0.19
9017,IHRA Professional Drag Racing 2005,ihra-professional-drag-racing-2005,Racing,PS2,Bethesda Softworks,Bethesda Softworks,2004.0,0.19
9018,SpongeBob's Surf & Skate Roadtrip,spongebobs-surf-amp-skate-roadtrip,Action,X360,THQ,THQ,2011.0,0.19
9019,Mace Griffin: Bounty Hunter,mace-griffin-bounty-hunter,Shooter,PS2,VU Games,Warthog,2003.0,0.19
9020,The Spiderwick Chronicles,the-spiderwick-chronicles,Adventure,Wii,Sierra Entertainment,Stormfront Studios,2008.0,0.19
9021,Legacy of Kain: Defiance,legacy-of-kain-defiance,Adventure,XB,Eidos Interactive,Crystal Dynamics,2003.0,0.19
9022,Jalopy,jalopy,Simulation,PC,,Minskworks,2003.0,0.19
9023,Trivial Pursuit unhinged,trivial-pursuit-unhinged,Misc,PS2,Atari,Artech Studios,2004.0,0.19
9024,Tales of the World: Narikiri Dungeon 2,tales-of-the-world-narikiri-dungeon-2,Role-Playing,GBA,Namco,Alfa System,2002.0,0.19
9025,Majin and the Forsaken Kingdom,majin-and-the-forsaken-kingdom,Adventure,X360,Namco Bandai,Game Republic,2010.0,0.19
9026,Aliens versus Predator: Extinction,aliens-versus-predator-extinction,Strategy,PS2,Electronic Arts,Zono Incorporated,2003.0,0.19
9027,Silent Scope 2: Dark Silhouette,silent-scope-2-dark-silhouette,Shooter,PS2,Konami,Konami Computer Entertainment Tokyo,2001.0,0.19
9028,Dave Mirra Freestyle BMX 2,dave-mirra-freestyle-bmx-2,Sports,GBA,Acclaim Entertainment,Full Fat,2001.0,0.19
9029,International Cricket 2010,international-cricket-2010,Sports,PS3,Codemasters,Trickstar Games,2010.0,0.19
9030,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,jikkyou-powerful-pro-yakyuu-96-kaimakuban,Sports,SNES,Konami,Diamond Head,1996.0,0.19
9031,Mars: War Logs,mars-war-logs,Misc,PC,Focus Home Interactive,,2013.0,0.19
9032,NHL Hitz Pro,nhl-hitz-pro,Sports,PS2,Midway Games,Next Level Games,2003.0,0.19
9033,Tokimeki Memorial Girl's Side 3rd Story,tokimeki-memorial-girls-side-3rd-story,Adventure,DS,Konami,Konami,2010.0,0.19
9034,I SPY castle,i-spy-castle,Puzzle,DS,Scholastic Inc.,Scholastic Media,2011.0,0.19
9035,Avatar: The Last Airbender - Into the Inferno,avatar-the-last-airbender-into-the-inferno,Adventure,Wii,THQ,Halfbrick Studios,2008.0,0.19
9036,Allied General,allied-general,Strategy,PS,SSI,SSI,1996.0,0.19
9037,Call of Duty: WWII,call-of-duty-wwii,Shooter,PC,Activision,Sledgehammer Games,2017.0,0.19
9038,Fire ProWrestling G,fire-prowrestling-g,Fighting,PS,Human Entertainment,S-Neo,1999.0,0.19
9039,Kamen Rider: Battride War,kamen-rider-battride-war,Action,PS3,Namco Bandai Games,Eighting,2013.0,0.19
9040,Naruto: Ninja Destiny,naruto-ninja-destiny,Fighting,DS,D3Publisher,Takara Tomy,2008.0,0.19
9041,WWE All Stars,wwe-all-stars,Fighting,Wii,THQ,THQ,2011.0,0.19
9042,Elite: Dangerous,elite-dangerous,Simulation,PS4,Frontier Developments,Frontier Developments,2017.0,0.19
9043,Namco Museum Megamix,namco-museum-megamix,Misc,Wii,Namco Bandai,Namco Bandai Games America,2010.0,0.19
9044,Shovel Knight,shovel-knight,Platform,PS4,Yacht Club Games,Yacht Club Games,2015.0,0.19
9045,Stronghold 3,stronghold-3,Strategy,PC,SouthPeak Interactive,FireFly Studios,2011.0,0.19
9046,Schlag den Raab,schlag-den-raab,Misc,Wii,Namco Bandai,Namco Bandai Games,2010.0,0.19
9047,Singstar: Ultimate Party,singstar-ultimate-party,Music,PS4,Sony Computer Entertainment,London Studios,2014.0,0.19
9048,NeverEnd,neverend,Role-Playing,PC,DreamCatcher Interactive,Mayhem Studios,2006.0,0.19
9049,Spider-Man: Shattered Dimensions,spider-man-shattered-dimensions,Action,DS,Activision,Beenox Studios,2010.0,0.19
9050,GunGriffon,gungriffon,Simulation,SAT,Sega,Game Arts,1996.0,0.19
9051,Kuma-Tomo,kuma-tomo,Simulation,3DS,Namco Bandai Games,Namco Bandai Games,2013.0,0.19
9052,SingStar Pop Vol.2,singstar-pop-vol2,Misc,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,2008.0,0.19
9053,SNK Arcade Classics Vol. 1,snk-arcade-classics-vol-1,Misc,PS2,SNK Playmore,Terminal Reality,2008.0,0.19
9054,Darkstalkers 3,darkstalkers-3,Fighting,PS,Capcom,Capcom,1998.0,0.19
9055,Phantasy Star Nova,phantasy-star-nova,Misc,PSV,Sega,,2014.0,0.19
9056,Chaotic: Shadow Warriors,chaotic-shadow-warriors,Action,Wii,Activision,Activision,2009.0,0.19
9057,Frequency,frequency,Misc,PS2,Sony Computer Entertainment,Harmonix Music Systems,2001.0,0.19
9058,Tomb Raider: Underworld,tomb-raider-underworld,Adventure,DS,Eidos Interactive,Santa Cruz Games,2008.0,0.19
9059,Inazuma Eleven Strikers 2012 Xtreme,inazuma-eleven-strikers-2012-xtreme,Sports,Wii,Level 5,Level 5,2011.0,0.19
9060,The Polar Express,the-polar-express,Adventure,GBA,THQ,Tantalus Interactive,2004.0,0.19
9061,Project X Zone 2,project-x-zone-2,Role-Playing,3DS,Namco Bandai Games,Monolith Soft,2016.0,0.19
9062,Silent Hill HD Collection,silent-hill-hd-collection,Action,X360,Konami Digital Entertainment,Konami,2012.0,0.19
